Time Fragment:65; LENGTH_SCALE: 0.016067; Potential: 8.216e-02
 -0.000000 -0.000000 -0.009735 -4279895.594979 -4250890.970614 -6455634.184008 0.001267 5000 4.269983 22.368442 0.073585
0.45830770 0.09362849 0.13460533 0.03112007 0.00001149 0.00000310 0.00000000 0
0.50555106 0.96202221 0.39175426 0.03112007 0.00003578 0.00000356 0.00000000 1
0.56377214 0.66538689 0.15319540 0.03112007 0.00000367 0.00000110 0.00000000 2
0.69929558 0.78922060 0.26835408 0.03112007 0.00002721 0.00000361 0.00000000 3
0.83657457 0.50952430 0.59143577 0.03112007 0.00004097 0.00000250 0.00000000 4
0.65312140 0.66294310 0.01312567 0.03112007 0.00000579 0.00000098 0.00000000 5
0.27348418 0.27103162 0.90043103 0.03112007 0.00001882 0.00000158 0.00000000 6
0.06835078 0.37522005 0.52080834 0.03112007 0.00001905 0.00000227 0.00000000 7
0.74837264 0.41620565 0.39589926 0.03112007 0.00000508 0.00000401 0.00000000 8
0.78079361 0.45330768 0.08258528 0.03112007 0.00003618 0.00000411 0.00000000 9
0.88161368 0.94961788 0.13990816 0.03112007 0.00000694 0.00000121 0.00000000 10
0.03819928 0.38527709 0.11666690 0.03112007 0.00000178 0.00000420 0.00000000 11
0.47997710 0.93527829 0.81894892 0.03112007 0.00001903 0.00000401 0.00000000 12
0.69285034 0.72782831 0.63005729 0.03112007 0.00003771 0.00000211 0.00000000 13
0.86057123 0.48694051 0.11613465 0.03112007 0.00000573 0.00000304 0.00000000 14
0.54823861 0.14388092 0.95061923 0.03112007 0.00001391 0.00000115 0.00000000 15
0.47159951 0.37156620 0.14929844 0.03112007 0.00002260 0.00000195 0.00000000 16
0.44368470 0.48457728 0.45692593 0.03112007 0.00000464 0.00000363 0.00000000 17
0.93348675 0.21020031 0.89234736 0.03112007 0.00003235 0.00000301 0.00000000 18
0.42882822 0.00770439 0.30883975 0.03112007 0.00003660 0.00000404 0.00000000 19
0.44646787 0.90947362 0.26642677 0.03112007 0.00001598 0.00000257 0.00000000 20
0.69590529 0.88794411 0.71138930 0.03112007 0.00004978 0.00000064 0.00000000 21
0.81275525 0.33050588 0.62795521 0.03112007 0.00000940 0.00000325 0.00000000 22
0.57604431 0.01838549 0.38780346 0.03112007 0.00002120 0.00000377 0.00000000 23
0.31220899 0.97303595 0.78209204 0.03112007 0.00001818 0.00000263 0.00000000 24
0.45940498 0.45076251 0.95787447 0.03112007 0.00000509 0.00000288 0.00000000 25
0.30818443 0.89376159 0.37179482 0.03112007 0.00002163 0.00000284 0.00000000 26
0.50958207 0.35661945 0.81003236 0.03112007 0.00001325 0.00000188 0.00000000 27
0.89831238 0.36678147 0.96320472 0.03112007 0.00001121 0.00000257 0.00000000 28
0.79063263 0.77608838 0.96911633 0.03112007 0.00000999 0.00000126 0.00000000 29
0.12168831 0.27392225 0.81495024 0.03112007 0.00001333 0.00000272 0.00000000 30
0.35314003 0.83205979 0.81781192 0.03112007 0.00000715 0.00000061 0.00000000 31
0.01830578 0.69941934 0.14674833 0.03112007 0.00002326 0.00000157 0.00000000 32
0.73848462 0.29308178 0.23109198 0.03112007 0.00003038 0.00000071 0.00000000 33
0.05363536 0.56297332 0.14937303 0.03112007 0.00000088 0.00000098 0.00000000 34
0.85962538 0.01772935 0.59430399 0.03112007 0.00001820 0.00000313 0.00000000 35
0.96158174 0.43029415 0.41909118 0.03112007 0.00000080 0.00000268 0.00000000 36
0.08253173 0.85850659 0.77287982 0.03112007 0.00000149 0.00000168 0.00000000 37
0.95504879 0.84606558 0.10013292 0.03112007 0.00000694 0.00000393 0.00000000 38
0.94856427 0.62449949 0.91239982 0.03112007 0.00000618 0.00000063 0.00000000 39
0.91068587 0.75865882 0.13026894 0.03112007 0.00000534 0.00000199 0.00000000 40
0.76937888 0.17867795 0.83493384 0.03112007 0.00003671 0.00000185 0.00000000 41
0.57825878 0.13567839 0.68298605 0.03112007 0.00000549 0.00000291 0.00000000 42
0.81099416 0.83148301 0.94975314 0.03112007 0.00000241 0.00000302 0.00000000 43
0.89889170 0.92356302 0.61753894 0.03112007 0.00002488 0.00000131 0.00000000 44
0.08136584 0.74585641 0.64311349 0.03112007 0.00002909 0.00000212 0.00000000 45
0.68852935 0.61697694 0.03552792 0.03112007 0.00001633 0.00000201 0.00000000 46
0.07515004 0.79963724 0.86314746 0.03112007 0.00000902 0.00000254 0.00000000 47
0.85504514 0.70376578 0.71875405 0.03112007 0.00002394 0.00000273 0.00000000 48
